CYFH,51.56194444,-87.90777778
CYER,56.01888889,-87.67611111
CNN8,44.40194444,-76.24416667
CYGQ,49.77833333,-86.93944444
CYGD,43.76694444,-81.71055556
CYZE,45.88166667,-82.56722222
CPL4,43.28694444,-81.71416667
CGV5,43.86,-80.28861111
CGV2,43.97638889,-80.38527778
CGV3,43.9625,-80.35416667
CGV4,43.86138889,-80.26583333
CGV6,43.87472222,-80.28666667
CSL8,46.46805556,-80.99611111
CYSB,46.625,-80.79888889
CSC9,46.48222222,-80.83388889
CNP8,44.13361111,-79.01277778
CNZ8,43.16,-79.59916667
CNC4,43.56388889,-80.19611111
CND4,45.11083333,-78.64
CYHM,43.17361111,-79.935
CPN4,44.15833333,-81.06277778
CGL2,42.05944444,-82.84083333
CPG5,45.58277778,-74.54888889
CPD8,45.56444444,-74.80972222
CNV4,45.61666667,-74.65
CYHF,49.71388889,-83.68694444
CNA2,42.55444444,-81.80305556
CHS2,42.47361111,-81.82194444
CLA4,44.08944444,-79.495
CYHN,49.19305556,-84.75888889
CDH1,45.35416667,-79.15138889
CZUC,49.42972222,-91.71777778
CNP7,44.83333333,-75.31666667
CNE4,48.74166667,-80.79333333
CKG8,48.41833333,-89.60194444
CYYU,49.41166667,-82.46861111
CPL3,45.1,-75.63333333
CYAQ,53.52472222,-88.64305556
CZKE,52.2825,-81.67777778
CPS2,44.25,-78.11666667
CPV8,52.99111111,-92.83638889
CYQK,49.78833333,-94.36305556
cpt2,45.9775,-81.49472222
CNS7,44.20138889,-81.60666667
CKS9,44.1175,-81.69833333
CNM5,53.0125,-89.85527778
CYGK,44.22527778,-76.59694444
CYKX,48.21027778,-79.98138889
CLA6,45.2,-74.3625
CYLH,52.19555556,-87.93416667
CLW3,43.97916667,-80.17722222
CLM2,42.02472222,-82.525
CPQ4,44.3,-79.55
CNF4,44.36472222,-78.78388889
CPN5,43.74277778,-80.99138889
CYXU,43.03305556,-81.15111111
CLC2,43.06833333,-81.12555556
CPS4,43.16333333,-81.4125
CLK3,43.96777778,-81.49333333
CKQ7,49.87972222,-93.43638889
CYMG,49.08388889,-85.86055556
CYEM,45.8425,-81.8575
CHF2,45.19055556,-75.70861111
CPV4,44.15,-80.01972222
CYSP,48.75527778,-86.34444444
CNU8,43.93583333,-79.26222222
CMW3,45.16388889,-77.09611111
CMA2,46.29972222,-78.74777778
CNM2,42.82416667,-81.54861111
CYEE,44.68472222,-79.92944444
CPS5,51.60444444,-88.58222222
CYMO,51.29111111,-80.60777778
CNS8,44.95,-75.08333333
CPZ3,44.06944444,-77.33805556
CYQA,44.97472222,-79.30333333
CZMD,53.44138889,-91.76277778
CYQN,50.18277778,-86.69638889
CJA5,49.14027778,-93.91694444
CNF9,42.99944444,#VALUE!
CJV7,52.70861111,-88.54194444
CNX8,42.8475,-80.39527778
CYYB,46.36361111,-79.42277778
CKQ3,52.49,-92.97111111
CNT3,51.65861111,-85.90166667
CKM8,52.60861111,-90.37694444
COB4,43.875,-80.18083333
COL2,43.95027778,-80.20583333
CPV2,43.95861111,-80.155
CNJ4,44.68333333,-79.31666667
CPS7,43.775,-80.22805556
CYOO,43.92277778,-78.895
CSF7,45.29972222,-75.17138889
CYOW,45.3225,-75.66916667
CYRO,45.46027778,-75.64611111
CYOS,44.59027778,-80.8375
CPR3,43.85361111,-80.78027778
CYPO,54.98805556,-85.44333333
CYPT,41.77833333,-82.67805556
CYTA,45.86444444,-77.25166667
CNF3,45.48611111,-75.09611111
CYWA,45.95222222,-77.31916667
CYPQ,44.23,-78.36333333
CYPL,51.44638889,-90.21416667
CNT7,43.98916667,-77.13916667
CYPM,51.81972222,-93.97333333
CLB2,43.30583333,-80.54861111
CNA9,44.91611111,-76.93583333
CPV7,52.11333333,-94.25555556
CPE5,42.8775,-79.35277778
CPG6,44.45888889,-81.37972222
CNL4,44.41527778,-81.41444444
CPH3,44.02472222,-78.42694444
CNR9,45.92555556,-79.92777778
CYRL,51.06694444,-93.79305556
CYKF,43.45888889,-80.3775
CPT3,43.32222222,-80.17638889
CPU3,42.53138889,-81.60694444
CZRJ,52.94361111,-91.31277778
CZPB,53.89111111,-92.19638889
CZSJ,53.06416667,-93.34444444
CYZR,42.99944444,-82.30888889
CYAM,46.485,-84.50944444
CTK7,42.85111111,-79.87916667
CSX7,43.37722222,-81.50416667
CNN3,44.02833333,-80.20611111
CPA4,42.81916667,-80.26583333
CYXL,50.11388889,-91.90527778
CKM2,49.39,-93.99527778
CKD9,51.13,-91.66555556
CYSH,44.94583333,-75.94055556
CPE6,45.81666667,-79.33333333
CPF7,44.49388889,-81.33527778
CNA3,44.40638889,-79.73166667
CYSN,43.19166667,-79.17166667
CPV3,46.28333333,-83.95
CYQS,42.77,-81.11083333
CPJ5,44.24138889,-77.56166667
CPF6,43.16666667,-79.7
CRML,42.29555556,-82.535
CRJ5,42.28888889,-82.59833333
CNS6,42.73833333,-80.81666667
CNM4,43.41555556,-80.93444444
CPK2,42.96583333,-81.59166667
CDF2,43.99444444,-81.29361111
CPC6,43.94833333,-81.27194444
CHD4,43.10833333,-81.01916667
CPL5,46.31666667,-83.53333333
CYQT,48.37194444,-89.32388889
CED8,48.57222222,-88.81666667
CNQ4,42.92694444,-80.74972222
CYTS,48.56972222,-81.37666667
CNR4,45.22166667,-81.62861111
CYZD,43.74277778,-79.46555556
CYYZ,43.67722222,-79.63055556
CYTZ,43.6275,-79.39611111
CPM5,43.99361111,-79.78055556
CTR3,44.04222222,-79.84638889
CYTR,44.11888889,-77.52805556
CPU6,44.18472222,-77.10777778
CVM2,52.83277778,-83.92861111
CKB6,53.84916667,-89.57944444
CYXZ,47.96694444,-84.78638889
CYWP,52.95944444,-87.37527778
CNQ3,42.97916667,-79.32472222
CRL2,44.66666667,-76.39666667
CYVV,44.74583333,-81.10722222
CNA8,45.04555556,-75.30333333
CYQG,42.27555556,-82.95555556
CPR7,43.8675,-81.29861111
CPR5,43.10972222,-80.82083333
CKL3,52.89388889,-89.28916667
CNL8,44.65527778,-79.87888889
CPP6,43.0375,-79.8525
CYBN,44.2717,-79.9125
